,city,company,level,location,state,title,coordinates
746.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
747.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
748.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
749.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
75.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
750.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
751.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
752.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
753.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
754.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
755.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
756.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
757.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
758.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
759.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
76.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
760.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
761.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
762.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
763.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
764.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
765.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
766.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
767.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
768.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
769.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
77.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
770.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
771.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
772.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
773.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
774.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
775.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
776.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
777.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
778.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
779.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
78.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
780.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
781.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
782.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
783.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
784.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
785.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
786.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
787.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
788.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
789.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
79.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
790.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
791.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
792.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
793.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
794.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
795.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
796.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
797.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
798.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
799.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
8.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
80.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
800.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
801.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
802.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
803.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
804.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
805.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
806.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
807.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
808.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
809.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
81.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
810.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
811.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
812.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
813.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
814.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
815.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
816.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
817.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
818.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
819.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
82.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
820.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
821.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
822.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
823.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
824.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
825.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
826.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
827.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
828.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
829.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
83.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
830.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
831.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
832.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
833.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
834.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
835.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
836.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
837.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
838.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
839.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
84.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
840.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
841.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
842.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
843.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
844.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
845.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
846.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
847.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
848.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
849.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
85.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
850.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
851.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
852.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
853.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
854.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
855.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
856.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
857.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
858.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
859.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
86.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
860.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
861.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
862.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
863.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
864.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
865.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
866.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
867.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
868.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
869.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
87.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
870.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
871.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
872.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
873.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
874.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
875.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
876.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
877.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
878.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
879.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
88.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
880.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
881.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
882.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
883.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
884.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
885.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
886.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
887.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
888.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
889.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
89.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
890.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
891.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
892.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
893.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
894.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
895.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
896.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
897.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
898.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
899.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
9.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
90.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
900.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
901.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
902.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
903.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
904.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
905.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
906.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
907.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
908.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
909.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
91.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
910.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
911.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
912.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
913.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
914.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
915.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
916.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
917.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
918.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
919.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
92.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
920.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
921.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
922.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
923.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
924.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
925.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
926.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
927.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
928.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
929.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
93.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
930.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
931.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
932.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
933.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
934.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
935.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
936.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
937.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
938.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
939.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
94.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
940.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
941.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
942.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
943.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
944.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
945.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
946.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
947.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
948.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
949.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
95.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
950.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
951.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
